systematic	common	type	chromosome	start	stop	strand	hasTSS
"YPR045C"	"YPR045C"	"ORF"	16	656611	655043	"C"	1
"YPR046W"	"MCM16"	"ORF"	16	656759	657951	"W"	1
"YPR047W"	"MSF1"	"ORF"	16	657424	659113	"W"	1
"YPR048W"	"TAH18"	"ORF"	16	659151	660639	"W"	1
"YPR049C"	"ATG11"	"ORF"	16	664739	661235	"C"	1
"YPR051W"	"MAK3"	"ORF"	16	664903	665663	"W"	1
"YPR052C"	"NHP6A"	"ORF"	16	666042	665571	"C"	1
"YPR054W"	"SMK1"	"ORF"	16	666175	667621	"W"	1
"YPR055W"	"SEC8"	"ORF"	16	667623	670815	"W"	1
"YPR056W"	"TFB4"	"ORF"	16	671079	672039	"W"	1
"YPR057W"	"BRR1"	"ORF"	16	672023	672471	"W"	1
"YPR058W"	"YMC1"	"ORF"	16	673655	674623	"W"	1
"YPR060C"	"ARO7"	"ORF"	16	675731	674771	"C"	1
"YPR061C"	"JID1"	"ORF"	16	676981	675796	"C"	1
"YPR062W"	"FCY1"	"ORF"	16	677127	677751	"W"	1
"YPR063C"	"YPR063C"	"ORF"	16	678379	678274	"C"	1
"YPR065W"	"ROX1"	"ORF"	16	679591	681015	"W"	1
"YPR066W"	"UBA3"	"ORF"	16	680999	682175	"W"	1
"YPR067W"	"ISA2"	"ORF"	16	682159	682879	"W"	1
"YPR068C"	"HOS1"	"ORF"	16	684611	682955	"C"	1
"YPR069C"	"SPE3"	"ORF"	16	685491	684595	"C"	1
"YPR070W"	"MED1"	"ORF"	16	685800	686751	"W"	1
"YPR071W"	"YPR071W"	"ORF"	16	688143	689159	"W"	1
"YPR072W"	"NOT5"	"ORF"	16	689991	691695	"W"	1
"YPR073C"	"LTP1"	"ORF"	16	692483	691859	"C"	1
"YPR074C"	"TKL1"	"ORF"	16	694946	692939	"C"	1
"YPR075C"	"OPY2"	"ORF"	16	696875	695683	"C"	1
"YPR078C"	"YPR078C"	"ORF"	16	698364	696966	"C"	1
"YPR079W"	"MRL1"	"ORF"	16	698775	700111	"W"	1
"YPR080W"	"TEF1"	"ORF"	16	700490	702146	"W"	1
"YPR081C"	"GRS2"	"ORF"	16	704203	703947	"C"	1
"YPR082C"	"DIB1"	"ORF"	16	704699	704187	"C"	1
"YPR083W"	"MDM36"	"ORF"	16	704791	706703	"W"	1
"YPR084W"	"YPR084W"	"ORF"	16	706855	708391	"W"	1
"YPR085C"	"YPR085C"	"ORF"	16	709939	708419	"C"	1
"YPR086W"	"SUA7"	"ORF"	16	710047	711231	"W"	1
"YPR088C"	"SRP54"	"ORF"	16	713075	711411	"C"	1
"YPR089W"	"YPR089W"	"ORF"	16	713239	715839	"W"	1
"YPR091C"	"YPR091C"	"ORF"	16	718515	716035	"C"	1
"YPR093C"	"ASR1"	"ORF"	16	720531	719355	"C"	1
"YPR094W"	"RDS3"	"ORF"	16	720575	720975	"W"	1
"YPR095C"	"SYT1"	"ORF"	16	724987	721012	"C"	1
"YPR097W"	"YPR097W"	"ORF"	16	725151	727591	"W"	1
"YPR098C"	"YPR098C"	"ORF"	16	729571	729483	"C"	1
"YPR100W"	"MRPL51"	"ORF"	16	729751	730263	"W"	1
"YPR101W"	"SNT309"	"ORF"	16	730463	731079	"W"	1
"YPR102C"	"RPL11A"	"ORF"	16	731848	731044	"C"	1
"YPR103W"	"PRE2"	"ORF"	16	732231	733231	"W"	1
"YPR104C"	"FHL1"	"ORF"	16	736715	733659	"C"	1
"YPR105C"	"COG4"	"ORF"	16	739739	736971	"C"	1
"YPR106W"	"ISR1"	"ORF"	16	740015	741431	"W"	1
"YPR107C"	"YTH1"	"ORF"	16	742179	741403	"C"	1
"YPR108W"	"RPN7"	"ORF"	16	742335	743783	"W"	1
"YPR108W-A"	"YPR108W-A"	"ORF"	16	744071	744563	"W"	1
"YPR109W"	"YPR109W"	"ORF"	16	744479	745623	"W"	1
"YPR110C"	"RPC40"	"ORF"	16	746875	745619	"C"	1
"YPR111W"	"DBF20"	"ORF"	16	747279	749119	"W"	1
"YPR112C"	"MRD1"	"ORF"	16	751971	749259	"C"	1
"YPR113W"	"PIS1"	"ORF"	16	752223	752999	"W"	1
"YPR114W"	"YPR114W"	"ORF"	16	752983	754407	"W"	1
"YPR115W"	"YPR115W"	"ORF"	16	754671	758303	"W"	1
"YPR116W"	"YPR116W"	"ORF"	16	758623	767711	"W"	1
"YPR117W"	"YPR117W"	"ORF"	16	759921	767670	"W"	1
"YPR118W"	"YPR118W"	"ORF"	16	767695	768871	"W"	1
"YPR119W"	"CLB2"	"ORF"	16	771295	773471	"W"	1
"YPR120C"	"CLB5"	"ORF"	16	775307	774835	"C"	1
"YPR121W"	"THI22"	"ORF"	16	778477	780475	"W"	1
"YPR122W"	"AXL1"	"ORF"	16	781983	785823	"W"	1
"YPR124W"	"CTR1"	"ORF"	16	786023	787599	"W"	1
"YPR125W"	"YLH47"	"ORF"	16	787847	789407	"W"	1
"YPR127W"	"YPR127W"	"ORF"	16	789903	791047	"W"	1
"YPR128C"	"ANT1"	"ORF"	16	792315	791227	"C"	1
"YPR129W"	"SCD6"	"ORF"	16	792647	793695	"W"	1
"YPR131C"	"NAT3"	"ORF"	16	794539	793787	"C"	1
"YPR132W"	"RPS23B"	"ORF"	16	794919	795030	"W"	1
"YPR133C"	"SPN1"	"ORF"	16	797291	796699	"C"	1
"YPR133W-A"	"TOM5"	"ORF"	16	797451	797883	"W"	1
"YPR134W"	"MSS18"	"ORF"	16	798015	798919	"W"	1
"YPR135W"	"CTF4"	"ORF"	16	799167	802055	"W"	1
"YPR137W"	"RRP9"	"ORF"	16	802271	804135	"W"	1
"YPR138C"	"MEP3"	"ORF"	16	812699	810851	"C"	1
"YPR139C"	"VPS66"	"ORF"	16	814123	813043	"C"	1
"YPR140W"	"TAZ1"	"ORF"	16	814287	815583	"W"	1
"YPR141C"	"KAR3"	"ORF"	16	818075	815659	"C"	1
"YPR143W"	"RRP15"	"ORF"	16	818279	819055	"W"	1
"YPR144C"	"NOC4"	"ORF"	16	821459	820075	"C"	1
"YPR145W"	"ASN1"	"ORF"	16	822559	824415	"W"	1
"YPR147C"	"YPR147C"	"ORF"	16	826635	825699	"C"	1
"YPR148C"	"YPR148C"	"ORF"	16	828211	826811	"C"	1
"YPR149W"	"NCE102"	"ORF"	16	829719	830743	"W"	1
"YPR151C"	"SUE1"	"ORF"	16	831773	830873	"C"	1
"YPR152C"	"YPR152C"	"ORF"	16	833499	831635	"C"	1
"YPR153W"	"YPR153W"	"ORF"	16	833639	834527	"W"	1
"YPR154W"	"PIN3"	"ORF"	16	834511	835263	"W"	1
"YPR155C"	"NCA2"	"ORF"	16	837483	835451	"C"	1
"YPR156C"	"TPO3"	"ORF"	16	840083	839251	"C"	1
"YPR157W"	"YPR157W"	"ORF"	16	840975	842535	"W"	1
"YPR158W"	"YPR158W"	"ORF"	16	843175	844031	"W"	1
"YPR159W"	"KRE6"	"ORF"	16	857288	859919	"W"	1
"YPR159C-A"	"YPR159C-A"	"ORF"	16	860513	860132	"C"	1
"YPR160W"	"GPH1"	"ORF"	16	861135	864071	"W"	1
"YPR161C"	"SGV1"	"ORF"	16	866499	864475	"C"	1
"YPR162C"	"ORC4"	"ORF"	16	868323	866675	"C"	1
"YPR163C"	"TIF3"	"ORF"	16	870051	868723	"C"	1
"YPR164W"	"MMS1"	"ORF"	16	870615	875151	"W"	1
"YPR165W"	"RHO1"	"ORF"	16	875151	876095	"W"	1
"YPR166C"	"MRP2"	"ORF"	16	876683	876275	"C"	1
"YPR167C"	"MET16"	"ORF"	16	877683	876819	"C"	1
"YPR168W"	"NUT2"	"ORF"	16	878031	878663	"W"	1
"YPR169W"	"JIP5"	"ORF"	16	878584	880342	"W"	1
"YPR171W"	"BSP1"	"ORF"	16	883647	885551	"W"	1
"YPR172W"	"YPR172W"	"ORF"	16	885751	886319	"W"	1
"YPR173C"	"VPS4"	"ORF"	16	887962	886483	"C"	1
"YPR174C"	"YPR174C"	"ORF"	16	888746	887947	"C"	1
"YPR175W"	"DPB2"	"ORF"	16	888935	891079	"W"	1
"YPR176C"	"BET2"	"ORF"	16	892107	890947	"C"	1
"YPR178W"	"PRP4"	"ORF"	16	892287	893695	"W"	1
"YPR179C"	"HDA3"	"ORF"	16	895843	893795	"C"	1
"YPR180W"	"AOS1"	"ORF"	16	895912	897071	"W"	1
"YPR181C"	"SEC23"	"ORF"	16	899731	897379	"C"	1
"YPR182W"	"SMX3"	"ORF"	16	900119	900511	"W"	1
"YPR183W"	"DPM1"	"ORF"	16	900695	901671	"W"	1
"YPR184W"	"GDB1"	"ORF"	16	901655	905615	"W"	1
"YPR185W"	"ATG13"	"ORF"	16	906887	909559	"W"	1
"YPR186C"	"PZF1"	"ORF"	16	911035	909739	"C"	1
"YPR187W"	"RPO26"	"ORF"	16	911207	911279	"W"	1
"YPR188C"	"MLC2"	"ORF"	16	912515	911939	"C"	1
"YPR189W"	"SKI3"	"ORF"	16	912623	916903	"W"	1
"YPR190C"	"RPC82"	"ORF"	16	919083	917123	"C"	1
"YPR191W"	"QCR2"	"ORF"	16	919311	920655	"W"	1
"YPR192W"	"AQY1"	"ORF"	16	921754	922951	"W"	1
"YPR193C"	"HPA2"	"ORF"	16	923477	922727	"C"	1
"YPR194C"	"OPT2"	"ORF"	16	927035	924122	"C"	1
"YPR196W"	"YPR196W"	"ORF"	16	931270	932962	"W"	1
"YPR198W"	"SGE1"	"ORF"	16	933975	935679	"W"	1
"YPR199C"	"ARR1"	"ORF"	16	939130	937966	"C"	1
"YPR200C"	"ARR2"	"ORF"	16	939769	939097	"C"	1
"YPR201W"	"ARR3"	"ORF"	16	939816	941310	"W"	1
"YPR202W"	"YPR202W"	"ORF"	16	942926	944070	"W"	1
"YPR203W"	"YPR203W"	"ORF"	16	943774	944362	"W"	1
"YPR204W"	"YPR204W"	"ORF"	16	944497	947875	"W"	1
"Q0045"	"COX1"	"ORF"	17	13817	26701	"W"	0
"Q0070"	"AI5_ALPHA"	"ORF"	17	13817	23167	"W"	0
"Q0065"	"AI4"	"ORF"	17	13817	21935	"W"	0
"Q0060"	"AI3"	"ORF"	17	13817	19996	"W"	0
"Q0055"	"AI2"	"ORF"	17	13817	18830	"W"	0
"Q0050"	"AI1"	"ORF"	17	13817	16322	"W"	0
"Q0075"	"AI5_BETA"	"ORF"	17	24155	25255	"W"	0
"Q0080"	"ATP8"	"ORF"	17	27665	27812	"W"	0
"Q0085"	"ATP6"	"ORF"	17	28486	29266	"W"	0
"Q0105"	"COB"	"ORF"	17	36539	43647	"W"	0
"Q0120"	"BI4"	"ORF"	17	36539	42251	"W"	0
"Q0115"	"BI3"	"ORF"	17	36539	40265	"W"	0
"Q0110"	"BI2"	"ORF"	17	36539	38579	"W"	0
"Q0130"	"OLI1"	"ORF"	17	46722	46953	"W"	0
"Q0140"	"VAR1"	"ORF"	17	48900	50097	"W"	0
"Q0160"	"SCEI"	"ORF"	17	61021	61729	"W"	0
"Q0250"	"COX2"	"ORF"	17	73757	74513	"W"	0
"Q0255"	"Q0255"	"ORF"	17	74494	75984	"W"	0
"Q0275"	"COX3"	"ORF"	17	79212	80022	"W"	0
"YBL113C"	"YBL113C"	"ORF"	2	2760	102	"C"	1
"YBL112C"	"YBL112C"	"ORF"	2	3001	2404	"C"	1
"YBL111C"	"YBL111C"	"ORF"	2	5111	2729	"C"	1
"YBL108C-A"	"YBL108C-A"	"ORF"	2	7835	7427	"C"	1
"YBL107C"	"YBL107C"	"ORF"	2	10653	9783	"C"	1
"YBL106C"	"SRO77"	"ORF"	2	14153	10545	"C"	1
"YBL105C"	"PKC1"	"ORF"	2	17969	14137	"C"	1
"YBL104C"	"YBL104C"	"ORF"	2	21313	18473	"C"	1
"YBL103C"	"RTG3"	"ORF"	2	23801	21833	"C"	1
"YBL102W"	"SFT2"	"ORF"	2	23981	24948	"W"	1
"YBL101C"	"ECM21"	"ORF"	2	28609	25017	"C"	1
"YBL099W"	"ATP1"	"ORF"	2	36733	38893	"W"	1
"YBL098W"	"BNA4"	"ORF"	2	39109	40565	"W"	1
"YBL097W"	"BRN1"	"ORF"	2	40773	44245	"W"	1
"YBL095W"	"YBL095W"	"ORF"	2	43172	44264	"W"	1
"YBL093C"	"ROX3"	"ORF"	2	45001	44089	"C"	1
"YBL092W"	"RPL32"	"ORF"	2	45629	45989	"W"	1
"YBL091C-A"	"SCS22"	"ORF"	2	47279	46384	"C"	1
"YBL091C"	"MAP2"	"ORF"	2	48649	47409	"C"	1
"YBL090W"	"MRP21"	"ORF"	2	48789	49365	"W"	1
"YBL089W"	"AVT5"	"ORF"	2	49525	51053	"W"	1
"YBL088C"	"TEL1"	"ORF"	2	59737	50585	"C"	1
"YBL087C"	"RPL23A"	"ORF"	2	60833	60689	"C"	1
"YBL086C"	"YBL086C"	"ORF"	2	62697	61201	"C"	1
"YBL085W"	"BOI1"	"ORF"	2	63646	66861	"W"	1
"YBL084C"	"CDC27"	"ORF"	2	69569	68225	"C"	1
"YBL082C"	"ALG3"	"ORF"	2	71169	69777	"C"	1
"YBL081W"	"YBL081W"	"ORF"	2	71549	72357	"W"	1
"YBL080C"	"PET112"	"ORF"	2	74737	73033	"C"	1
"YBL079W"	"NUP170"	"ORF"	2	75189	79829	"W"	1
"YBL078C"	"ATG8"	"ORF"	2	80833	80049	"C"	1
"YBL076C"	"ILS1"	"ORF"	2	84289	81065	"C"	1
"YBL075C"	"SSA3"	"ORF"	2	86548	84319	"C"	1
"YBL074C"	"AAR2"	"ORF"	2	87833	86377	"C"	1
"YBL072C"	"RPS8A"	"ORF"	2	89497	89113	"C"	1
"YBL071C-B"	"YBL071C-B"	"ORF"	2	89656	89278	"C"	1
"YBL071W-A"	"KTI11"	"ORF"	2	89874	90402	"W"	1
"YBL069W"	"AST1"	"ORF"	2	90661	92117	"W"	1
"YBL068W"	"PRS4"	"ORF"	2	92349	93516	"W"	1
"YBL067C"	"UBP13"	"ORF"	2	96170	93601	"C"	1
"YBL066C"	"SEF1"	"ORF"	2	100471	96458	"C"	1
"YBL064C"	"PRX1"	"ORF"	2	101255	100455	"C"	1
"YBL063W"	"KIP1"	"ORF"	2	101875	105243	"W"	1
"YBL061C"	"SKT5"	"ORF"	2	107511	105319	"C"	1
"YBL060W"	"YEL1"	"ORF"	2	107819	109795	"W"	1
"YBL059C-A"	"YBL059C-A"	"ORF"	2	110643	109949	"C"	1
"YBL059W"	"YBL059W"	"ORF"	2	110675	110883	"W"	1
"YBL058W"	"SHP1"	"ORF"	2	111403	112771	"W"	1
"YBL057C"	"PTH2"	"ORF"	2	113439	112759	"C"	1
"YBL056W"	"PTC3"	"ORF"	2	113635	115499	"W"	1
"YBL055C"	"YBL055C"	"ORF"	2	116871	115487	"C"	1
"YBL054W"	"YBL054W"	"ORF"	2	117483	119259	"W"	1
"YBL052C"	"SAS3"	"ORF"	2	122142	120079	"C"	1
"YBL051C"	"PIN4"	"ORF"	2	124847	122367	"C"	1
"YBL050W"	"SEC17"	"ORF"	2	125043	125155	"W"	1
"YBL049W"	"MOH1"	"ORF"	2	126729	127425	"W"	1
"YBL047C"	"EDE1"	"ORF"	2	132223	127919	"C"	1
"YBL046W"	"PSY4"	"ORF"	2	132411	133531	"W"	1
"YBL045C"	"COR1"	"ORF"	2	135735	133855	"C"	1
"YBL044W"	"YBL044W"	"ORF"	2	136323	137555	"W"	1
"YBL043W"	"ECM13"	"ORF"	2	136323	137555	"W"	1
"YBL042C"	"FUI1"	"ORF"	2	140327	138247	"C"	1
"YBL041W"	"PRE7"	"ORF"	2	141195	142091	"W"	1
"YBL040C"	"ERD2"	"ORF"	2	142927	142847	"C"	1
"YBL039C"	"URA7"	"ORF"	2	145815	143887	"C"	1
"YBL038W"	"MRPL16"	"ORF"	2	146115	146907	"W"	1
"YBL037W"	"APL3"	"ORF"	2	147115	150363	"W"	1
"YBL036C"	"YBL036C"	"ORF"	2	151325	150272	"C"	1
"YBL035C"	"POL12"	"ORF"	2	153671	151223	"C"	1
"YBL034C"	"STU1"	"ORF"	2	158719	153863	"C"	1
"YBL033C"	"RIB1"	"ORF"	2	159727	158703	"C"	1
"YBL032W"	"HEK2"	"ORF"	2	160091	161379	"W"	1
"YBL031W"	"SHE1"	"ORF"	2	161667	162475	"W"	1
"YBL030C"	"PET9"	"ORF"	2	164143	162767	"C"	1
"YBL029C-A"	"YBL029C-A"	"ORF"	2	164877	164313	"C"	1
"YBL029W"	"YBL029W"	"ORF"	2	166091	167363	"W"	1
"YBL028C"	"YBL028C"	"ORF"	2	167895	167351	"C"	1
"YBL027W"	"RPL19B"	"ORF"	2	168324	169557	"W"	1
"YBL026W"	"LSM2"	"ORF"	2	170539	170683	"W"	1
"YBL025W"	"RRN10"	"ORF"	2	171419	172211	"W"	1
"YBL024W"	"NCL1"	"ORF"	2	172483	174667	"W"	1
"YBL023C"	"MCM2"	"ORF"	2	177567	174951	"C"	1
"YBL022C"	"PIM1"	"ORF"	2	181407	178271	"C"	1
"YBL021C"	"HAP3"	"ORF"	2	182151	181495	"C"	1
"YBL020W"	"RFT1"	"ORF"	2	182323	184155	"W"	1
"YBL019W"	"APN2"	"ORF"	2	184379	185251	"W"	1
"YBL018C"	"POP8"	"ORF"	2	186535	186431	"C"	1
"YBL017C"	"PEP1"	"ORF"	2	191863	186775	"C"	1
"YBL016W"	"FUS3"	"ORF"	2	192379	193563	"W"	1
"YBL015W"	"ACH1"	"ORF"	2	194027	195779	"W"	1
"YBL014C"	"RRN6"	"ORF"	2	201791	199023	"C"	1
"YBL013W"	"FMT1"	"ORF"	2	201957	203442	"W"	1
"YBL011W"	"SCT1"	"ORF"	2	203428	205764	"W"	1
"YBL010C"	"YBL010C"	"ORF"	2	206968	205944	"C"	1
"YBL009W"	"ALK2"	"ORF"	2	207156	209252	"W"	1
"YBL008W-A"	"YBL008W-A"	"ORF"	2	209310	209829	"W"	1
"YBL008W"	"HIR1"	"ORF"	2	209556	211892	"W"	1
"YBL007C"	"SLA1"	"ORF"	2	216480	212624	"C"	1
"YBL006C"	"LDB7"	"ORF"	2	217160	216464	"C"	1
"YBL005W"	"PDR3"	"ORF"	2	217404	220492	"W"	1
"YBL004W"	"UTP20"	"ORF"	2	227516	229332	"W"	1
"YBL003C"	"HTA2"	"ORF"	2	235840	235272	"C"	1
"YBL002W"	"HTB2"	"ORF"	2	236372	237092	"W"	1
"YBL001C"	"ECM15"	"ORF"	2	237552	237096	"C"	1
"YBR001C"	"NTH2"	"ORF"	2	241352	239080	"C"	1
"YBR002C"	"RER2"	"ORF"	2	242608	241576	"C"	1
"YBR003W"	"COQ1"	"ORF"	2	242780	244364	"W"	1
"YBR004C"	"GPI18"	"ORF"	2	245704	244280	"C"	1
"YBR005W"	"RCR1"	"ORF"	2	245820	246604	"W"	1
"YBR006W"	"UGA2"	"ORF"	2	246884	248532	"W"	1
"YBR007C"	"DSF2"	"ORF"	2	251112	248744	"C"	1
"YBR008C"	"FLR1"	"ORF"	2	254560	253904	"C"	1
"YBR009C"	"HHF1"	"ORF"	2	255728	255192	"C"	1
"YBR010W"	"HHT1"	"ORF"	2	256292	256836	"W"	1
"YBR011C"	"IPP1"	"ORF"	2	258032	257072	"C"	1
"YBR013C"	"YBR013C"	"ORF"	2	266256	265520	"C"	1
"YBR014C"	"GRX7"	"ORF"	2	267407	266608	"C"	1
"YBR015C"	"MNN2"	"ORF"	2	269688	267680	"C"	1
"YBR016W"	"YBR016W"	"ORF"	2	270196	270740	"W"	1
"YBR017C"	"KAP104"	"ORF"	2	273768	270976	"C"	1
"YBR018C"	"GAL7"	"ORF"	2	275629	274249	"C"	1
"YBR019C"	"GAL10"	"ORF"	2	278454	276075	"C"	1
"YBR020W"	"GAL1"	"ORF"	2	278844	280500	"W"	1
"YBR021W"	"FUR4"	"ORF"	2	281308	283308	"W"	1
"YBR022W"	"POA1"	"ORF"	2	283660	284380	"W"	1
"YBR023C"	"CHS3"	"ORF"	2	288064	284464	"C"	1
"YBR024W"	"SCO2"	"ORF"	2	289332	290388	"W"	1
"YBR025C"	"OLA1"	"ORF"	2	291984	290464	"C"	1
"YBR026C"	"ETR1"	"ORF"	2	294080	292760	"C"	1
"YBR028C"	"YBR028C"	"ORF"	2	296160	294392	"C"	1
"YBR029C"	"CDS1"	"ORF"	2	297880	296296	"C"	1
"YBR030W"	"YBR030W"	"ORF"	2	298148	299924	"W"	1
"YBR031W"	"RPL4A"	"ORF"	2	300064	301432	"W"	1
"YBR033W"	"EDS1"	"ORF"	2	301842	304881	"W"	1
"YBR034C"	"HMT1"	"ORF"	2	306015	304856	"C"	1
"YBR035C"	"PDX3"	"ORF"	2	306984	306168	"C"	1
"YBR036C"	"CSG2"	"ORF"	2	310368	309072	"C"	1
"YBR037C"	"SCO1"	"ORF"	2	311496	310632	"C"	1
"YBR038W"	"CHS2"	"ORF"	2	311828	314588	"W"	1
"YBR039W"	"ATP3"	"ORF"	2	315476	316652	"W"	1
"YBR040W"	"FIG1"	"ORF"	2	316924	316979	"W"	1
"YBR041W"	"FAT1"	"ORF"	2	318188	320324	"W"	1
"YBR042C"	"CST26"	"ORF"	2	321672	320576	"C"	1
"YBR043C"	"QDR3"	"ORF"	2	324096	321808	"C"	1
"YBR044C"	"TCM62"	"ORF"	2	326152	324280	"C"	1
"YBR045C"	"GIP1"	"ORF"	2	330192	328191	"C"	1
"YBR046C"	"ZTA1"	"ORF"	2	331552	330352	"C"	1
"YBR047W"	"YBR047W"	"ORF"	2	331772	332124	"W"	1
"YBR048W"	"RPS11B"	"ORF"	2	332772	332876	"W"	1
"YBR049C"	"REB1"	"ORF"	2	336936	334192	"C"	1
"YBR050C"	"REG2"	"ORF"	2	338299	337003	"C"	1
"YBR052C"	"RFS1"	"ORF"	2	339424	338656	"C"	1
"YBR053C"	"YBR053C"	"ORF"	2	340776	339672	"C"	1
"YBR054W"	"YRO2"	"ORF"	2	342780	344396	"W"	1
"YBR055C"	"PRP6"	"ORF"	2	347320	344560	"C"	1
"YBR056W"	"YBR056W"	"ORF"	2	347796	349420	"W"	1
"YBR056W-A"	"YBR056W-A"	"ORF"	2	351213	351414	"W"	0
"YBR057C"	"MUM2"	"ORF"	2	353400	352128	"C"	1
"YBR058C"	"UBP14"	"ORF"	2	356064	353621	"C"	1
"YBR058C-A"	"TSC3"	"ORF"	2	356666	356144	"C"	1
"YBR059C"	"AKL1"	"ORF"	2	360320	356800	"C"	1
"YBR060C"	"ORC2"	"ORF"	2	362600	360632	"C"	1
"YBR061C"	"TRM7"	"ORF"	2	365744	364736	"C"	1
"YBR062C"	"YBR062C"	"ORF"	2	366503	365968	"C"	1
"YBR063C"	"YBR063C"	"ORF"	2	368284	366790	"C"	1
"YBR065C"	"ECM2"	"ORF"	2	369735	366911	"C"	1
"YBR066C"	"NRG2"	"ORF"	2	370767	369944	"C"	1
"YBR067C"	"TIP1"	"ORF"	2	372807	372015	"C"	1
"YBR068C"	"BAP2"	"ORF"	2	375751	373647	"C"	1
"YBR069C"	"TAT1"	"ORF"	2	378551	377191	"C"	1
"YBR070C"	"ALG14"	"ORF"	2	379983	379223	"C"	1
"YBR071W"	"YBR071W"	"ORF"	2	380323	381283	"W"	1
"YBR072W"	"HSP26"	"ORF"	2	381899	382699	"W"	1
"YBR072C-A"	"YBR072C-A"	"ORF"	2	383118	382677	"C"	1
"YBR073W"	"RDH54"	"ORF"	2	383123	385995	"W"	1
"YBR074W"	"YBR074W"	"ORF"	2	386259	389315	"W"	1
"YBR076W"	"ECM8"	"ORF"	2	390267	391566	"W"	1
"YBR077C"	"SLM4"	"ORF"	2	392359	391591	"C"	1
"YBR078W"	"ECM33"	"ORF"	2	392923	393179	"W"	1
"YBR079C"	"RPG1"	"ORF"	2	398303	395351	"C"	1
"YBR080C"	"SEC18"	"ORF"	2	400919	398599	"C"	1
"YBR081C"	"SPT7"	"ORF"	2	405391	401247	"C"	1
"YBR082C"	"UBC4"	"ORF"	2	407279	407119	"C"	1
"YBR083W"	"TEC1"	"ORF"	2	409099	410627	"W"	1
"YBR084W"	"MIS1"	"ORF"	2	410987	413739	"W"	1
"YBR084C-A"	"RPL19A"	"ORF"	2	415375	414735	"C"	1
"YBR085W"	"AAC3"	"ORF"	2	415883	417067	"W"	1
"YBR085C-A"	"YBR085C-A"	"ORF"	2	419260	418723	"C"	1
"YBR086C"	"IST2"	"ORF"	2	423343	420159	"C"	1
"YBR087W"	"RFC5"	"ORF"	2	423731	424715	"W"	1
"YBR088C"	"POL30"	"ORF"	2	425815	425375	"C"	1
"YBR089C-A"	"NHP6B"	"ORF"	2	426585	426006	"C"	1
"YBR090C"	"YBR090C"	"ORF"	2	426911	426511	"C"	1
"YBR091C"	"MRS5"	"ORF"	2	427519	427103	"C"	1
"YBR092C"	"PHO3"	"ORF"	2	429143	427639	"C"	1
"YBR093C"	"PHO5"	"ORF"	2	430991	429495	"C"	1
"YBR094W"	"PBY1"	"ORF"	2	431971	434331	"W"	1
"YBR095C"	"RXT2"	"ORF"	2	435743	434359	"C"	1
"YBR096W"	"YBR096W"	"ORF"	2	435931	436779	"W"	1
"YBR097W"	"VPS15"	"ORF"	2	436763	443611	"W"	1
"YBR098W"	"MMS4"	"ORF"	2	441407	443762	"W"	1
"YBR101C"	"FES1"	"ORF"	2	444751	443799	"C"	1
"YBR102C"	"EXO84"	"ORF"	2	447399	444735	"C"	1
"YBR103W"	"SIF2"	"ORF"	2	447539	449139	"W"	1
"YBR104W"	"YMC2"	"ORF"	2	449571	450699	"W"	1
"YBR105C"	"VID24"	"ORF"	2	451999	450743	"C"	1
"YBR106W"	"PHO88"	"ORF"	2	452579	453067	"W"	1
"YBR107C"	"IML3"	"ORF"	2	454575	453583	"C"	1
"YBR108W"	"YBR108W"	"ORF"	2	454714	457837	"W"	1
"YBR109C"	"CMD1"	"ORF"	2	458408	457704	"C"	1
"YBR110W"	"ALG1"	"ORF"	2	458804	460212	"W"	1
"YBR111C"	"YSA1"	"ORF"	2	461872	461104	"C"	1
"YBR111W-A"	"SUS1"	"ORF"	2	462031	462751	"W"	1
"YBR112C"	"CYC8"	"ORF"	2	465968	464264	"C"	1
"YBR114W"	"RAD16"	"ORF"	2	467188	469668	"W"	1
"YBR115C"	"LYS2"	"ORF"	2	474048	469744	"C"	1
"YBR117C"	"TKL2"	"ORF"	2	476533	474208	"C"	1
"YBR118W"	"TEF2"	"ORF"	2	477563	479219	"W"	1
"YBR119W"	"MUD1"	"ORF"	2	479148	479444	"W"	1
"YBR120C"	"CBP6"	"ORF"	2	481016	480432	"C"	1
"YBR121C"	"GRS1"	"ORF"	2	483528	481288	"C"	1
"YBR122C"	"MRPL36"	"ORF"	2	484544	483848	"C"	1
"YBR123C"	"TFC1"	"ORF"	2	486759	484848	"C"	1
"YBR125C"	"PTC4"	"ORF"	2	488648	487048	"C"	1
"YBR126C"	"TPS1"	"ORF"	2	490488	488768	"C"	1
"YBR127C"	"VMA2"	"ORF"	2	492888	491104	"C"	1
"YBR128C"	"ATG14"	"ORF"	2	494352	492872	"C"	1
"YBR129C"	"OPY1"	"ORF"	2	495376	494336	"C"	1
"YBR130C"	"SHE3"	"ORF"	2	496928	495512	"C"	1
"YBR131W"	"CCZ1"	"ORF"	2	497132	499355	"W"	1
"YBR132C"	"AGP2"	"ORF"	2	501792	499329	"C"	1
"YBR133C"	"HSL7"	"ORF"	2	504424	501776	"C"	1
"YBR135W"	"CKS1"	"ORF"	2	504748	505452	"W"	1
"YBR136W"	"MEC1"	"ORF"	2	505436	512980	"W"	1
"YBR137W"	"YBR137W"	"ORF"	2	512964	513716	"W"	1
"YBR138C"	"YBR138C"	"ORF"	2	515392	513609	"C"	1
